brand,subseries,모델,제품 시리즈,상태,센서 유형,크로마,스펙트럼,스펙트럼 범위,해상도,센서 모델,센서 아키텍처 (소재),셔터 유형,센서 크기,픽셀 크기,센서 비트 심도,모노크롬 픽셀 형식,최대 프레임 속도,비절연 라인,광절연 라인,전원 공급 장치,전력 소비,작동 온도 (하우징),본체 치수 (L x W x H mm),렌즈 마운트,무게,이미지 버퍼 (RAM),비휘발성 메모리 (플래시),디지털 인터페이스,YUV 픽셀 형식,RGB 픽셀 형식,베이어 픽셀 형식,양자 효율 @ 529 nm,비전 표준,양자 효율 @ 850 nm,노출 시간,게인,I/O 커넥터,특정 비절연 라인,제품 코드,필터/보호 유리,IP 등급,인터페이스 커넥터,노출 모드,게인 모드,이미지 제어 기능,트리거 모드/동기화,카메라 제어 기능,화이트 밸런스 모드,다이나믹 레인지,SNR,최대 프레임 속도 (버스트),최대 프레임 속도 ROI 모드,데이터 형식,최대 라인 속도 (트리리니어),최대 라인 속도 (단일 라인),최대 라인 속도 (쿼드리니어),사용자 데이터 메모리
Allied Vision,shr-10gige,shr411MXGE-T,SHR 10GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"14,192 × 10,640 (151.00 MP)",Sony IMX411,cmos,rolling-shutter,"53.36 × 40.01 mm (66.69 mm, 66.7mm (Type 4.2))",3.76 µm × 3.76 µm,"8-Bit,10-Bit,12-Bit,16-Bit","mono8, mono10, mono12, mono16",6.2 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","21 to 25VDC, Power over Ethernet (POE+)",External: 30 W (typical),-10 °C to 70 °C,107 × 80 × 80,M72x0.75,810 g,,,10gige,,,,,,,60 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004240,Borofloat B270i - AR coating,IP30,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, POE, PWM(4), Sequencer,",,78 dB,46.9 dB,,,,,,,
Allied Vision,shr-10gige,shr461CXGE,SHR 10GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"11,648 × 8,742 (101.80 MP)",Sony IMX461,cmos,rolling-shutter,"43.8 × 32.87 mm (54.76 mm, 55mm (Type 3.4))",3.76 µm × 3.76 µm,"8-Bit,12-Bit,16-Bit",,8.7 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet (POE+, in option -P)",External: 17 W (typical),,83 × 80 × 80,M72x0.75,580 g,,,10gige,,"bayer8, bayer12, bayer16",,,,,60 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004108,Borofloat B270i - AR coating,IP30,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, POE, PWM(4), Sequencer,","auto, manual",81.3 dB,46.8 dB,,,,,,,
Allied Vision,shr-10gige,shr461MXGE,SHR 10GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"11,648 × 8,742 (101.80 MP)",Sony IMX461,cmos,rolling-shutter,"43.8 × 32.87 mm (54.76 mm, 55mm (Type 3.4))",3.76 µm × 3.76 µm,"8-Bit,12-Bit,16-Bit","mono8, mono12, mono16",8.7 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet (POE+, in option -P)",External: 17 W (typical),,83 × 80 × 80,M72x0.75,580 g,,,10gige,,,,,,,60 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004109,Borofloat B270i - AR coating,IP30,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, POE, PWM(4), Sequencer,",,81.3 dB,46.8 dB,,,,,,,
Allied Vision,shr-10gige,shr661CXGE,SHR 10GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"13,392 × 9,528 (127.60 MP)",Sony IMX661,cmos,global-shutter,"46.2 × 32.87 mm (56.7 mm, 56.73mm  (Type 3.6))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,8.2 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet (POE+, in option -P)",External: 18 W (typical),-10 °C to 60 °C,83 × 80 × 80,M72x0.75,580 g,,32 MByte,10gige,,"bayer8, bayer12packed",,,,,163 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004144,IR-Cut 680,IP30,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, POE, PWM(4), Sequencer,","auto, manual",74.4 dB,41.5 dB,,,,,,,
Allied Vision,shr-10gige,shr661MXGE,SHR 10GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"13,392 × 9,528 (127.60 MP)",Sony IMX661,cmos,global-shutter,"46.2 × 32.87 mm (56.7 mm, 56.73mm  (Type 3.6))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",8.2 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet (POE+, in option -P)",External: 18 W (typical),-10 °C to 60 °C,83 × 80 × 80,M72x0.75,580 g,,32 MByte,10gige,,,,,,,163 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004143,Borofloat B270i - AR coating,IP30,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, POE, PWM(4), Sequencer,",,74.4 dB,41.5 dB,,,,,,,
Allied Vision,shr-cxp,shr411CCX,SHR CoaXPress,Available,Area scan,Color,Visible,400 nm to 1000 nm,"14,192 × 10,640 (151.00 MP)",Sony IMX411,cmos,rolling-shutter,"53.36 × 40.01 mm (66.69 mm, 66.7mm (Type 4.2))",3.76 µm × 3.76 µm,"8-Bit,10-Bit,12-Bit,16-Bit",,6.2 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 14 W (typical),-10 °C to 65 °C,83 × 80 × 80,M72x0.75,600 g,,160 MByte,cxp-6 with 4 connections,,"bayer8, bayer10, bayer12, bayer16",,,,,60 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004074,IR-Cut - 680nm,IP30,(Din1.0/2.3),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,","auto, manual",78 dB,46.9 dB,,,,,,,
Allied Vision,shr-cxp,shr411MCX,SHR CoaXPress,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"14,192 × 10,640 (151.00 MP)",Sony IMX411,cmos,rolling-shutter,"53.36 × 40.01 mm (66.69 mm, 66.7mm (Type 4.2))",3.76 µm × 3.76 µm,"8-Bit,10-Bit,12-Bit,16-Bit","mono8, mono10, mono12, mono16",6.2 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 14 W (typical),-10 °C to 65 °C,83 × 80 × 80,M72x0.75,600 g,,160 MByte,cxp-6 with 4 connections,,,,,,,60 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004080,Borofloat B270i - AR coating,IP30,(Din1.0/2.3),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,",,78 dB,46.9 dB,,,,,,,
Allied Vision,shr-cxp,shr461CCX,SHR CoaXPress,Available,Area scan,Color,Visible,400 nm to 1000 nm,"11,648 × 8,742 (101.80 MP)",Sony IMX461,cmos,rolling-shutter,"43.8 × 32.87 mm (54.76 mm, 55mm (Type 3.4))",3.76 µm × 3.76 µm,"8-Bit,10-Bit,12-Bit,16-Bit",,8.7 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 14 W (typical),-10 °C to 70 °C,83 × 80 × 80,M72x0.75,580 g,,160 MByte,cxp-6 with 4 connections,,"bayer8, bayer10, bayer12, bayer16",,,,,60 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004087,Borofloat B270i - AR coating,IP30,(Din1.0/2.3),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,","auto, manual",81.3 dB,46.8 dB,,,,,,,
Allied Vision,shr-cxp,shr461MCX,SHR CoaXPress,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"11,648 × 8,742 (101.80 MP)",Sony IMX461,cmos,rolling-shutter,"43.8 × 32.87 mm (54.76 mm, 55mm (Type 3.4))",3.76 µm × 3.76 µm,"8-Bit,10-Bit,12-Bit,16-Bit","mono8, mono10, mono12, mono16",8.7 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 14 W (typical),-10 °C to 70 °C,83 × 80 × 80,M72x0.75,580 g,,160 MByte,cxp-6 with 4 connections,,,,,,,60 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004086,Borofloat B270i - AR coating,IP30,(Din1.0/2.3),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,",,81.3 dB,46.8 dB,,,,,,,
Allied Vision,shr-cxp,shr661CCX12,SHR CoaXPress,Available,Area scan,Color,Visible,400 nm to 1000 nm,"13,392 × 9,528 (127.60 MP)",Sony IMX661,cmos,global-shutter,"46.2 × 32.87 mm (56.7 mm, 56.73mm  (Type 3.6))",3.45 µm × 3.45 µm,"8-Bit,10-Bit,12-Bit,16-Bit",,20.3 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 17 W (typical),-10 °C to 60 °C,83 × 80 × 80,M72x0.75,580 g,,160 MByte,cxp-12 with 4 connections,,"bayer8, bayer10, bayer12, bayer16",,,,,1 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004142,IR-Cut 680,IP30,(micro-BNC),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,","auto, manual",74.4 dB,41.5 dB,,,,,,,
Allied Vision,shr-cxp,shr661MCX12,SHR CoaXPress,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"13,392 × 9,528 (127.60 MP)",Sony IMX661,cmos,global-shutter,"46.2 × 32.87 mm (56.7 mm, 56.73mm  (Type 3.6))",3.45 µm × 3.45 µm,"8-Bit,10-Bit,12-Bit,16-Bit","mono8, mono10, mono12, mono16",20.3 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 17 W (typical),-10 °C to 60 °C,83 × 80 × 80,M72x0.75,580 g,,160 MByte,cxp-12 with 4 connections,,,,,,,1 µs to 60 s,0.0 dB to 36.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004141,Borofloat B270i - AR coating,IP30,(micro-BNC),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,",,74.4 dB,41.5 dB,,,,,,,
Allied Vision,shr-cxp,shr811CCX12,SHR CoaXPress,Available,Area scan,Color,Visible,400 nm to 1000 nm,"19,200 × 12,800 (245.80 MP)",Sony IMX811,cmos,rolling-shutter,"53.95 × 35.97 mm (64.84 mm, 64.84mm (Type 4.1))",2.81 µm × 2.81 µm,"12-Bit,14-Bit,16-Bit",,12.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 17 W (typical),-10 °C to 60 °C,86 × 80 × 80,M72x0.75,600 g,,160 MByte,cxp-12 with 4 connections,,"bayer12, bayer14, bayer16",,,,,60 µs to 60 s,0.0 dB to 24.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004228,,IP30,(micro-BNC),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,","auto, manual",77.8 dB,44.4 dB,,,,,,,
Allied Vision,shr-cxp,shr811MCX12,SHR CoaXPress,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"19,200 × 12,800 (245.80 MP)",Sony IMX811,cmos,rolling-shutter,"53.95 × 35.97 mm (64.84 mm, 64.84mm (Type 4.1))",2.81 µm × 2.81 µm,"12-Bit,14-Bit,16-Bit","mono12, mono14, mono16",12.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 17 W (typical),-10 °C to 60 °C,86 × 80 × 80,M72x0.75,600 g,,160 MByte,cxp-12 with 4 connections,,,,,,,60 µs to 60 s,0.0 dB to 24.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F004227,,IP30,(micro-BNC),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,",,77.8 dB,44.4 dB,,,,,,,
Allied Vision,exo-camera-link-base,exo174CCL,EXO Camera Link,Available,Area scan,Color,Visible,400 nm to 1000 nm,"1,920 × 1,200 (2.30 MP)",Sony IMX174,cmos,global-shutter,"11.25 × 7.03 mm (13.27 mm, 13.4mm (Type 1/1.2))",5.86 µm × 5.86 µm,"8-Bit,12-Bit",,105 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,Camera Link Base,,"bayer8, bayer12",,,,,25 µs to 60 s,0.0 dB to 18.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001594,IR-Cut - 680nm,IP40,(MDR),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,","auto, manual",72 dB,44 dB,,,,,,,
Allied Vision,exo-camera-link-base,exo174MCL,EXO Camera Link,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"1,920 × 1,200 (2.30 MP)",Sony IMX174,cmos,global-shutter,"11.25 × 7.03 mm (13.27 mm, 13.4mm (Type 1/1.2))",5.86 µm × 5.86 µm,"8-Bit,12-Bit","mono8, mono12",105 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,Camera Link Base,,,,,,,25 µs to 60 s,0.0 dB to 18.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001593,K9 - AR coating - 400-850nm,IP40,(MDR),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,72 dB,44 dB,,,,,,,
Allied Vision,exo-camera-link-base,exo183CCL,EXO Camera Link,Available,Area scan,Color,Visible,400 nm to 1000 nm,"5,488 × 3,672 (20.20 MP)",Sony IMX183,cmos,rolling-shutter,"13.17 × 8.81 mm (15.85 mm, 15.86mm (Type 1))",2.40 µm × 2.40 µm,"8-Bit,12-Bit",,12 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,Camera Link Base,,"bayer8, bayer12",,,,,228 µs to 60 s,0.0 dB to 27.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001901,IR-Cut - 680nm,IP40,(MDR),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,","auto, manual",71.5 dB,40 dB,,,,,,,
Allied Vision,exo-camera-link-base,exo183MCL,EXO Camera Link,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"5,488 × 3,672 (20.20 MP)",Sony IMX183,cmos,rolling-shutter,"13.17 × 8.81 mm (15.85 mm, 15.86mm (Type 1))",2.40 µm × 2.40 µm,"8-Bit,12-Bit","mono8, mono12",12 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,Camera Link Base,,,,,,,228 µs to 60 s,0.0 dB to 27.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001900,K9 - AR coating - 400-850nm,IP40,(MDR),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,71.5 dB,40 dB,,,,,,,
Allied Vision,exo-camera-link-base,exo250CCL,EXO Camera Link,Available,Area scan,Color,Visible,400 nm to 1000 nm,"2,448 × 2,048 (5.00 MP)",Sony IMX250,cmos,global-shutter,"8.45 × 7.07 mm (11.01 mm, 11.1mm (Type 2/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit",,49 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,Camera Link Base,,"bayer8, bayer12",,,,,20 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001688,IR-Cut - 680nm,IP40,(MDR),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,","auto, manual",72 dB,40 dB,,,,,,,
Allied Vision,exo-camera-link-base,exo250MCL,EXO Camera Link,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"2,448 × 2,048 (5.00 MP)",Sony IMX250,cmos,global-shutter,"8.45 × 7.07 mm (11.01 mm, 11.1mm (Type 2/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit","mono8, mono12",49 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,Camera Link Base,,,,,,,20 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001687,K9 - AR coating - 400-850nm,IP40,(MDR),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,72 dB,40 dB,,,,,,,
Allied Vision,exo-camera-link-base,exo304CCL,EXO Camera Link,Available,Area scan,Color,Visible,400 nm to 1000 nm,"4,096 × 3,000 (12.30 MP)",Sony IMX304,cmos,global-shutter,"14.13 × 10.35 mm (17.52 mm, 17.6mm (Type 1.1))",3.45 µm × 3.45 µm,"8-Bit,12-Bit",,20 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,Camera Link Base,,"bayer8, bayer12",,,,,29 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001766,IR-Cut - 680nm,IP40,(MDR),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,","auto, manual",72 dB,39.5 dB,,,,,,,
Allied Vision,exo-camera-link-base,exo304MCL,EXO Camera Link,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"4,096 × 3,000 (12.30 MP)",Sony IMX304,cmos,global-shutter,"14.13 × 10.35 mm (17.52 mm, 17.6mm (Type 1.1))",3.45 µm × 3.45 µm,"8-Bit,12-Bit","mono8, mono12",20 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,Camera Link Base,,,,,,,29 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001765,K9 - AR coating - 400-850nm,IP40,(MDR),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,72 dB,39.5 dB,,,,,,,
Allied Vision,exo-gige,exo174CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"1,920 × 1,200 (2.30 MP)",Sony IMX174,cmos,global-shutter,"11.25 × 7.03 mm (13.27 mm, 13.4mm (Type 1/1.2))",5.86 µm × 5.86 µm,"8-Bit,12-Bit,12-Bit",,53.6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,25 µs to 60 s,0.0 dB to 18.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001558,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",72 dB,44 dB,71.9 fps,,,,,,
Allied Vision,exo-gige,exo174MGE,EXO GigE,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"1,920 × 1,200 (2.30 MP)",Sony IMX174,cmos,global-shutter,"11.25 × 7.03 mm (13.27 mm, 13.4mm (Type 1/1.2))",5.86 µm × 5.86 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",53.6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,,,,,,25 µs to 60 s,0.0 dB to 18.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002176,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,72 dB,44 dB,71.9 fps,,,,,,
Allied Vision,exo-gige,exo183CGE,EXO GigE,Available,Area scan,Color,Visible,400 nm to 1000 nm,"5,496 × 3,672 (20.20 MP)",Sony IMX183,cmos,rolling-shutter,"13.19 × 8.81 mm (15.86 mm, 15.86mm (Type 1))",2.40 µm × 2.40 µm,"8-Bit,12-Bit,12-Bit",,6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,117 µs to 60 s,0.0 dB to 27.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002191,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",71.5 dB,40 dB,16 fps,,,,,,
