brand,model_name,slug,제조 업체,주문 번호,카메라 카테고리,카메라 시리즈,보증 (Warranty),센서 공급업체,센서,셔터,센서 타입,해상도 (HxV),픽셀 사이즈 HxV,라인 속도,모노크롬/컬러,빛스펙트럼,인터페이스,픽셀 비트 깊이,동기화,카메라 I/O 커넥터,전원 공급,하우징 종류,보호 등급,하우징 ‍사이즈 (L x W x H),무게 (Weight),렌즈 마운트,작동 온도,Basler,Conformity,제품군,제품 라인,센서 포맷,센서 대각선 길이,센서 크기,프레임 속도,카메라 데이터 커넥터,이미지 데이터 인터페이스,노출 제어,디지털 입력,범용 I/O,전원 요구사항 (일반적),측정된,양자 효율 (일반/최소),다크 노이즈 (일반/최대),포화 용량 (일반/최소),"다이나믹 레인지 (Dinamic Range, 일반/최소)",신호 대 노이즈비 (Signal to Noise Ratio)(일반/최소),기준,FOV (Field of View),심도(Depth) 이미지 해상도 및 FPS,측정 방식,"에고 모션(Ego-motion, IMU)",작업 범위,운영 체제,양산,소모 전력 PoE,해상도,디지털 출력,작동 중 주변 온도,Compression Beyond 사용시 프레임 속도,비디오 출력 유형,Camera Link ‍Clock,파장 (Wavelength),스트리밍 형식,정확도( Accuracy),템포럴 노이즈,지연 (Latency),조명 (Illumination),햇빛에서의 내구성,데이터 커넥터,전원 공급 장치,구성 요소,표준,프로그래밍 언어,타사 지원,마운팅 포인트,하우징 대체품,‍이미지 처리,양자 효율 - 녹색 (일반/최소),양자 효율 - 파란색 (일반/최소),양자 효율 - 빨간색 (일반/최소),납품 범위,심도(Depth) 해상도,작업 공간,초점 거리,프로세서 제조업체,수평 해상도(X축),높이 해상도 (Z축),배율,광원,이격 거리 (Clearance Distance),Heliotis,반복정밀도 (Z축),레이저 등급,Z축 선형성(+/- % of MR),스캔 속도,데이터포인트/프로파일,측정 거리,LMI,JAI
Basler,acA4112-20um,aca4112-20um,Basler,107413,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX304,Global Shutter,CMOS,4096 px × 3000 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,10 bits / 12 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,35.8 mm x 40 mm x 30 mm,136 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace L,ace L,"1.1""",17.52 mm,14.13 mm × 10.35 mm,23 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,3 W,,68 % (typical),2.3 e¯ (typical),10.3 ke¯ (typical),72.9 dB (typical),40.1 dB (typical),,,,,,,,,,12 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5320-23ucPRO,a2a5320-23ucpro,Basler,108176,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX542,Global Shutter,CMOS,5320 px × 3032 px,2.74 μm × 2.74 μm,,Color,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Pro,"1.1""",16.78 mm,14.58 mm × 8.31 mm,23 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,4.2 W,,,,,,,,,,,,,,,,16.1 MP,,,up to 24 fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA1600-60um (CS-Mount),daa1600-60um-cs-mount,Basler,106981,에어리어 스캔 카메라,Basler dart,36개월,e2v,EV76C570,,CMOS,1600 px × 1200 px,4.5 μm × 4.5 μm,,Mono,Visible,USB 3.0,8 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Board Level,,19.9 mm x 29.3 mm x 29 mm,15 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart Classic,,"1/1.8""",9 mm,7.2 mm × 5.4 mm,60 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",programmable via the camera API,1,2,1.3 W,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2000-340kc,aca2000-340kc,Basler,105703,에어리어 스캔 카메라,Basler ace,36개월,ams,CMV2000,Global Shutter,CMOS,2046 px × 1086 px,5.5 μm × 5.5 μm,,Color,Visible,Camera Link,10 bits / 12 bits,free-run / hardware trigger / software trigger,Binder M5 4-pin receptacle,PoCL or 12 VDC,Box,,43.5 mm x 29 mm x 29 mm,100 g,C-mount,0 °C - 50 °C,,"Camera Link, CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA",ace Classic,ace Classic,"2/3""",12.75 mm,11.26 mm × 5.98 mm,340 fps,SDR 26-Pin receptacle (CL),,trigger width or timed,,1,3 W,,67.45 % (typical),13.9 e¯ (typical),9.3 ke¯ (typical),56.5 dB (typical),39.7 dB (typical),,,,,,,,,,2 MP,,,,,32.5 / 48 / 65 / 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA720-520um,aca720-520um,Basler,107654,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX287,Global Shutter,CMOS,720 px × 540 px,6.9 μm × 6.9 μm,,Mono,Visible,USB 3.0,8 bits / 12 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"1/2.9""",6.21 mm,4.97 mm × 3.73 mm,525 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,3 W,,63.2 % (typical),2.9 e¯ (typical),20.7 ke¯ (typical),74.2 dB (typical),43.1 dB (typical),,,,,,,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2440-75uc,aca2440-75uc,Basler,107205,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX250,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Color,Visible,USB 3.0,10 bits / 12 bits,free-run / hardware trigger / software trigger,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"2/3""",11.02 mm,8.45 mm × 7.07 mm,75 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.4 W,,,,,,,,,,,,,,,,5 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA4112-8gm,aca4112-8gm,Basler,107411,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX304,Global Shutter,CMOS,4096 px × 3000 px,3.45 μm × 3.45 μm,,Mono,Visible,GigE,10 bits / 12 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,50 mm x 40 mm x 30 mm,150 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IP30, KC, RoHS, UKCA, UL",ace L,ace L,"1.1""",17.52 mm,14.13 mm × 10.35 mm,8 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,2.7 W,,69 % (typical),2.3 e¯ (typical),10.2 ke¯ (typical),72.8 dB (typical),40.1 dB (typical),,,,,,,,,3.3 W,12 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1920-48gc,aca1920-48gc,Basler,107264,에어리어 스캔 카메라,Basler ace,36개월,onsemi,PYTHON 2000,Global Shutter,CMOS,1920 px × 1200 px,4.8 μm × 4.8 μm,,Color,Visible,GigE,10 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace U,ace U,"2/3""",10.87 mm,9.22 mm × 5.76 mm,50 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,3.4 W,,,,,,,,,,,,,,,3.7 W,2.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4504-5gcPRO,a2a4504-5gcpro,Basler,108168,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX541,Global Shutter,CMOS,4504 px × 4504 px,2.74 μm × 2.74 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,105 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Pro,"1.1""",17.45 mm,12.34 mm × 12.34 mm,5 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.6 W,525 nm,,,10 ke¯ (typical),70.9 dB (typical),39.82 dB (typical),,,,,,,,,,20.2 MP,,,up to 13 fps,,,,,,,,,,,,,,,,,,,50.88 % (typical),,,,,,,,,,,,,,,,,,,,,
Basler,acA3088-16gm,aca3088-16gm,Basler,107406,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX178,Rolling Shutter,CMOS,3088 px × 2064 px,2.4 μm × 2.4 μm,,Mono,Visible,GigE,10 bits / 12 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IP30, KC, RoHS, UKCA, UL",ace U,ace U,"1/1.8""",8.91 mm,7.41 mm × 4.95 mm,16 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",programmable via the camera API,1,,2.5 W,,81 % (typical),3.2 e¯ (typical),14.3 ke¯ (typical),73 dB (typical),41.6 dB (typical),,,,,,,,,2.9 W,6 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4200-12gcBAS,a2a4200-12gcbas,Basler,108359,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2509,Global Shutter,CMOS,4200 px × 2160 px,2.5 μm × 2.5 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"2/3""",11.8 mm,10.52 mm × 5.42 mm,12 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.7 W,,,,,,,,,,,,,,,4.8 W,9.1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,MED ace 12.3 MP 30 mono,med-ace-12-3-mp-30-mono,Basler,107816,에어리어 스캔 카메라,Basler MED ace,36개월,Sony,IMX253,Global Shutter,CMOS,4096 px × 3000 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,10 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Box,,35.8 mm x 40 mm x 30 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL (in preparation), USB3 Vision",,,"1.1""",17.52 mm,14.13 mm × 10.35 mm,30 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,,,,,,,,,,,,,,,,,12 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1920-150uc,aca1920-150uc,Basler,107262,에어리어 스캔 카메라,Basler ace,36개월,onsemi,PYTHON 2000,Global Shutter,CMOS,1920 px × 1200 px,4.8 μm × 4.8 μm,,Color,Visible,USB 3.0,10 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"2/3""",10.87 mm,9.22 mm × 5.76 mm,150 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,3 W,,,,,,,,,,,,,,,,2.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2448-75ucPRO,a2a2448-75ucpro,Basler,108429,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX547,Global Shutter,CMOS,2448 px × 2048 px,2.74 μm × 2.74 μm,,Color,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Pro,"1/1.8""",8.75 mm,6.71 mm × 5.61 mm,75 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.6 W,,,,,,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1920-25gc,aca1920-25gc,Basler,106494,에어리어 스캔 카메라,Basler ace,36개월,onsemi,MT9P031,Rolling Shutter,CMOS,1920 px × 1080 px,2.2 μm × 2.2 μm,,Color,Visible,GigE,12 bits,Ethernet connection / free-run / hardware trigger,Hirose HR10A 6-pin plug,PoE or 12 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace Classic,ace Classic,"1/3.7""",4.84 mm,4.22 mm × 2.38 mm,25 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,2.2 W,,,6.7 e¯ (typical),6.8 ke¯ (typical),60 dB (typical),38.3 dB (typical),,,,,,,,,2.7 W,2 MP,1,,,,,,,,,,,,,,,,,,,,,41.09 % (typical),7.21 % (typical),6.72 % (typical),,,,,,,,,,,,,,,,,,,
Basler,a2A2840-48ucBAS,a2a2840-48ucbas,Basler,108413,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX546,Global Shutter,CMOS,2840 px × 2840 px,2.74 μm × 2.74 μm,,Color,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Basic,"2/3""",11 mm,7.78 mm × 7.78 mm,48 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.2 W,,,,,,,,,,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,alA3800-8gc,ala3800-8gc,Basler,107684,에어리어 스캔 카메라,Basler ace,36개월,onsemi,MT9J003,Rolling Shutter,CMOS,3840 px × 2748 px,1.67 μm × 1.67 μm,,Color,Visible,GigE,12 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, RoHS, UKCA, UL",ace Lite,ace Lite,"1/2.3""",7.93 mm,6.44 mm × 4.62 mm,8 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",programmable via the camera API,1,,3.3 W,,,,,,,,,,,,,,,3.7 W,10 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA720-520uc (No-Mount),daa720-520uc-no-mount,Basler,108725,에어리어 스캔 카메라,Basler dart,36개월,Sony,IMX287,Global Shutter,CMOS,720 px × 540 px,6.9 μm × 6.9 μm,,Color,Visible,USB 3.0,8 bits / 12 bits,,,,Board Level,,8 mm x 27 mm x 27 mm,5 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart R,,"1/2.9""",,4.97 mm × 3.73 mm,523 fpsCalculate individual frame rate,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",,0,4,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,boA5120-230cm,boa5120-230cm,Basler,2200001214,에어리어 스캔 카메라,Basler boost,36개월,Gpixel,GSPRINT4521,Global Shutter,CMOS,5120 px × 4096 px,4.5 μm × 4.5 μm,,Mono,Visible,CoaXPress (CXP-12),8 bits / 10 bits,hardware trigger / software trigger,,PoCXP or 24 VDC,Box,,76 mm x 65 mm x 65 mm,400 g,,max 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, FCC, GenICam, KC, RoHS, UKCA",boost V,,APS-C,29.5 mm,23 mm × 18.4 mm,230 fpsCalculate individual frame rate,,CoaXPress (2.5–12.5 Gbps),hardware trigger,,1,16 W,,,,31.6 ke¯ (typical),59 dB (typical),45 dB (typical),,,,,,,,,,21 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1440-73gm,aca1440-73gm,Basler,108863,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX273,Global Shutter,CMOS,1440 px × 1080 px,3.45 μm × 3.45 μm,,Mono,Visible,GigE,10 bits / 12 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace U,ace U,"1/2.9""",6.21 mm,4.97 mm × 3.73 mm,73 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,2.9 W,,63.1 % (typical),2.9 e¯ (typical),10.5 ke¯ (typical),71.4 dB (typical),40.22 dB (typical),,,,,,,,,3.2 W,1.6 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,boA5320-150cc,boa5320-150cc,Basler,108381,에어리어 스캔 카메라,Basler boost,36개월,Sony,IMX532,Global Shutter,CMOS,5320 px × 3032 px,2.74 μm × 2.74 μm,,Color,Visible,CoaXPress (CXP-12),8 bits / 10 bits / 12 bits,,,,Box,,45 mm x 80 mm x 80 mm,525 g,C-mount / F-mount / M42 x 0.75 / M42 x 1,max 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, KC, RoHS, UL",boost R,,"1.1""",,14.6 mm × 8.3 mm,150 fpsCalculate individual frame rate,,CoaXPress (2.5–12.5 Gbps),,1,2,11 W,,,,,,,,,,,,,,,,16.1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA3840-30mc (No-Mount) - Tray (40pcs),daa3840-30mc-no-mount-tray-40pcs,Basler,108219,에어리어 스캔 카메라,Basler dart,36개월,onsemi,AR0821,Rolling Shutter,CMOS,3840 px × 2160 px,2.1 μm × 2.1 μm,,Color,Visible,BCON for MIPI,20 bits,free-run / software trigger,,5V DC (via BCON for MIPI interface),Board Level,,5.3 mm x 27 mm x 27 mm,5 g,No-Mount,,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, MIPI CSI-2, RoHS, UKCA, UL",dart E,,"1/1.8""",,8.1 mm × 4.5 mm,30 fps,,,automatic / manual / programmable via the camera API,2,,0.6 W,,,,,,,,,,,,,,,,8 MP,2,,,,,,,,,,,,,,,,,,,,Host processor (ISP),,,,,,,,,,,,,,,,,,,,,,
Basler,daA720-520uc (S-Mount),daa720-520uc-s-mount,Basler,108726,에어리어 스캔 카메라,Basler dart,36개월,Sony,IMX287,Global Shutter,CMOS,720 px × 540 px,6.9 μm × 6.9 μm,,Color,Visible,USB 3.0,8 bits / 12 bits,,,,Board Level,,19.9 mm x 29.3 mm x 29 mm,15 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart R,,"1/2.9""",,4.97 mm × 3.73 mm,523 fpsCalculate individual frame rate,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",,0,4,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA4112-30um,aca4112-30um,Basler,107416,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX253,Global Shutter,CMOS,4096 px × 3000 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,10 bits / 12 bits,free-run / hardware trigger / software trigger,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,35.8 mm x 40 mm x 30 mm,136 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace L,ace L,"1.1""",17.52 mm,14.13 mm × 10.35 mm,30 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.6 W,,70 % (typical),2.4 e¯ (typical),10.5 ke¯ (typical),72.8 dB (typical),40.2 dB (typical),,,,,,,,,,12 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2440-35uc,aca2440-35uc,Basler,107209,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX264,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Color,Visible,USB 3.0,10 bits / 12 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"2/3""",11.02 mm,8.45 mm × 7.07 mm,35 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,2.7 W,,,,,,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2040-55um,aca2040-55um,Basler,107210,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX265,Global Shutter,CMOS,2048 px × 1536 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,10 bits / 12 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"1/1.8""",8.84 mm,7.07 mm × 5.3 mm,55 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,2.6 W,,70 % (typical),2.2 e¯ (typical),10.4 ke¯ (typical),73.4 dB (typical),40.1 dB (typical),,,,,,,,,,3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4508-6gmBAS,a2a4508-6gmbas,Basler,108452,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2518,Global Shutter,CMOS,4508 px × 4096 px,2.5 μm × 2.5 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1""",15.2 mm,11.27 mm × 10.24 mm,6 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.7 W,541 nm,56.4 % (typical),3 e¯ (typical),6.7 ke¯ (typical),65.5 dB (typical),38 dB (typical),,,,,,,,,,18.4 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2000-50gc,aca2000-50gc,Basler,105714,에어리어 스캔 카메라,Basler ace,36개월,ams,CMV2000,Global Shutter,CMOS,2046 px × 1086 px,5.5 μm × 5.5 μm,,Color,Visible,GigE,12 bits,Ethernet connection / free-run / hardware trigger,Hirose HR10A 6-pin plug,PoE or 12 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace Classic,ace Classic,"2/3""",12.75 mm,11.26 mm × 5.98 mm,50 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,2.5 W,,67.45 % (typical),13.9 e¯ (typical),9.3 ke¯ (typical),56.5 dB (typical),39.7 dB (typical),,,,,,,,,3 W,2 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
