brand,product_id,model_name,product_model,camera_type,Product Model,Type,Sensor type,Sensor model,Pixel size,Sensor size,Resolution,Max. frame rate,Dynamic range,SNR,Gain,Exposure time,Exposure mode,Pixel format,Mono/color,Binning,Decimation,Reverse image,Data interface,Data interface type,Control interface,Digital I/O,Power supply,Power consumption,Lens mount,Dimension,Weight,Ingress protection,Temperature,Humidity,Client software,Operating system,Compatibility,Certification,Mono,Quantum efficiency,Dark noise,Signal-to-noise ratio,Saturation capacity,Dimension (without lens),Configuration mode,Tap geometry,Tap number,Pixel clock,Image buffer,Product name,NETD,Response time,Color palettes,Image process,Focal length,Field of view,Min. operation distance,Space resolution,Aperture,Thermal object distance,Temperature measurement range,Temperature measurement accuracy,Max. temperature measurement distance,Installation method,Transmission interface,Power,Vision tool,Max. line rate,Trigger mode,External trigger mode,Image mode,Near field of view,Typical field of view,Far field of view,Clearance distance (CD),Measurement range (MR),Repeatability (Z-axis)*,VDI/VDE accuracy*,Data acquisition time,Image output delay,Data type,Laser safety class,Wavelength,Detection accuracy,Detection speed,Scan frame rate,Depth image detection accuracy
Hikrobot,7834,"2MP Area Scan Camera, 3rd Gen., GigE, Color, BASE",MV-CT0CG0020/G/NN/NN,Area Scan Camera,MV-CT0CG0020/G/NN/NN,"2MP Area Scan Camera, 3rd Gen., GigE, Color, BASE","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/2.53""",1624 × 1240,60.3 fps @ 1624 × 1240 Bayer GB 8,68.7 dB,44.1 dB,0 dB to 24 dB,23 μs to 10 sec,"Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled","Mono 8,
Bayer GB 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,
RGB 8, BGR 8",Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",RJ45 connector,Not supported,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports PoE",Typ. 1.4 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 116 g (0.3 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7866,"2MP Area Scan Camera, 3rd Gen., USB3.0, Mono, BASE",MV-CT0MU0020/G/NN/NN,Area Scan Camera,MV-CT0MU0020/G/NN/NN,"2MP Area Scan Camera, 3rd Gen., USB3.0, Mono, BASE","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/2.53""",1624 × 1240,180.1 fps @ 1624 × 1240 Mono 8,68.5 dB,44 dB,0 dB to 24 dB,23 μs to 10 sec,"Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled",Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"USB 3.0, compatible with USB 2.0",Type-C interface,Not supported,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports USB 3.0 power supply","BASE: Typ. 1.5 W @ 5 VDC
(USB 3.0 provides power supply)",C-mount,"29 mm × 29 mm × 30 mm (1.1"" × 1.1"" × 1.2"")",Approx. 72 g (0.2 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with USB3 Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","USB3 Vision, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7865,"2MP Area Scan Camera, 3rd Gen., USB3.0, Color, BASE",MV-CT0CU0020/G/NN/NN,Area Scan Camera,MV-CT0CU0020/G/NN/NN,"2MP Area Scan Camera, 3rd Gen., USB3.0, Color, BASE","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/2.53""",1624 × 1240,180.1 fps @ 1624 × 1240 Bayer GB 8,68.5 dB,44 dB,0 dB to 24 dB,23 μs to 10 sec,"Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled","Mono 8,
Bayer GB 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,
RGB 8, BGR 8",Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"USB 3.0, compatible with USB 2.0",Type-C interface,Not supported,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports USB 3.0 power supply","BASE: Typ. 1.6 W @ 5 VDC
(USB 3.0 provides power supply)",C-mount,"29 mm × 29 mm × 30 mm (1.1"" × 1.1"" × 1.2"")",Approx. 72 g (0.2 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with USB3 Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","USB3 Vision, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7922,"2MP Area Scan Camera, 3rd Gen., GigE, Mono, PRO",MV-CT1MG0020/G/NN/NN,Area Scan Camera,MV-CT1MG0020/G/NN/NN,"2MP Area Scan Camera, 3rd Gen., GigE, Mono, PRO","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/2.53""",1624 × 1240,"60.3 fps @ 1624 × 1240 Mono 8
177.3 fps @ 1624 × 1240 Mono 8 (lossless compression mode enabled)",68.5 dB,44.1 dB,0 dB to 24 dB,23 μs to 10 sec,"Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled",Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",8-pin M12 X-Code waterproof aviation connector,Not supported,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports PoE",Typ. 1.5 W @ 12 VDC (fast heat balance not enabled),C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 124 g (0.3 lb.),IP67 (under proper lens and lens cap installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7923,"2MP Area Scan Camera, 3rd Gen., GigE, Color, PRO",MV-CT1CG0020/G/NN/NN,Area Scan Camera,MV-CT1CG0020/G/NN/NN,"2MP Area Scan Camera, 3rd Gen., GigE, Color, PRO","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/2.53""",1624 × 1240,"60.3 fps @ 1624 × 1240 Bayer GB 8
177.3 fps @ 1624 × 1240 Bayer GB 8 (lossless compression mode enabled)",68.7 dB,44.1 dB,0 dB to 24 dB,23 μs to 10 sec,"Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled","Mono 8,
Bayer GB 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,
RGB 8, BGR 8",Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",8-pin M12 X-Code waterproof aviation connector,Not supported,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports PoE",Typ. 1.6 W @ 12 VDC (fast heat balance not enabled),C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 124 g (0.3 lb.),IP67 (under proper lens and lens cap installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7925,"2MP Area Scan Camera, 3rd Gen., GigE, Mono, MAX",MV-CT2MG0020/G/NN/NN,Area Scan Camera,MV-CT2MG0020/G/NN/NN,"2MP Area Scan Camera, 3rd Gen., GigE, Mono, MAX","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/2.53""",1624 × 1240,"60.3 fps @ 1624 × 1240 Mono 8
177.3 fps @ 1624 × 1240 Mono 8 (lossless compression mode enabled)",68.5 dB,44.1 dB,0 dB to 24 dB,23 μs to 10 sec,"Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled",Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",8-pin M12 X-Code waterproof aviation connector,8-pin M12 A-Code waterproof aviation connector,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports PoE",Typ. 1.6 W @ 24 VDC (fast heat balance not enabled and external device not be controlled),C-mount,"42 mm × 42 mm × 43 mm (1.7"" × 1.7"" × 1.7"")",Approx. 120 g (0.3 lb.),IP67 (under proper lens and lens cap installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7924,"2MP Area Scan Camera, 3rd Gen., GigE, Color, MAX",MV-CT2CG0020/G/NN/NN,Area Scan Camera,MV-CT2CG0020/G/NN/NN,"2MP Area Scan Camera, 3rd Gen., GigE, Color, MAX","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/2.53""",1624 × 1240,"60.3 fps @ 1624 × 1240 Bayer GB 8
177.3 fps @ 1624 × 1240 Bayer GB 8 (lossless compression mode enabled)",68.7 dB,44.1 dB,0 dB to 24 dB,23 μs to 10 sec,"Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled","Mono 8,
Bayer GB 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,
RGB 8, BGR 8",Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",8-pin M12 X-Code waterproof aviation connector,8-pin M12 A-Code waterproof aviation connector,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports PoE",Typ. 1.6 W @ 24 VDC (fast heat balance not enabled and external device not be controlled),C-mount,"42 mm × 42 mm × 43 mm (1.7"" × 1.7"" × 1.7"")",Approx. 120 g (0.3 lb.),IP67 (under proper lens and lens cap installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7650,"3.2MP Area Scan Camera, 3rd Gen., GigE, Mono, BASE",MV-CT0MG0032/G/NN/NN,Area Scan Camera,MV-CT0MG0032/G/NN/NN,"3.2MP Area Scan Camera, 3rd Gen., GigE, Mono, BASE","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/1.8""",2048 × 1536,39 fps @ 2048 × 1536 Mono 8,73.9 dB,42.4 dB,"High full well capacity: 0 dB to 12.8 dB
High sensitivity: 0 dB to 24 dB","High full well capacity: 30 μs to 10 sec
High sensitivity: 5 μs to 10 sec","Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled",Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",RJ45 connector,Not support,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports PoE",Typ. 1.5 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 116 g (0.3 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7651,"3.2MP Area Scan Camera, 3rd Gen., GigE, Color, BASE",MV-CT0CG0032/G/NN/NN,Area Scan Camera,MV-CT0CG0032/G/NN/NN,"3.2MP Area Scan Camera, 3rd Gen., GigE, Color, BASE","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/1.8""",2048 × 1536,39 fps @ 2048 × 1536 Bayer GR 8,73.9 dB,42.4 dB,"High full well capacity: 0 dB to 12.8 dB
High sensitivity: 0 dB to 24 dB","High full well capacity: 30 μs to 10 sec
High sensitivity: 5 μs to 10 sec","Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled","Mono 8,
Bayer GR 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,
RGB 8, BGR 8",Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",RJ45 connector,Not support,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports PoE",Typ. 1.5 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 116 g (0.3 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7868,"3.2MP Area Scan Camera, 3rd Gen., USB3.0, Mono, BASE",MV-CT0MU0032/G/NN/NN,Area Scan Camera,MV-CT0MU0032/G/NN/NN,"3.2MP Area Scan Camera, 3rd Gen., USB3.0, Mono, BASE","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/1.8""",2048 × 1536,104.8 fps @ 2048 × 1536 Mono 8,74.4 dB,42.4 dB,"High full well capacity: 0 dB to 12.8 dB
High sensitivity: 0 dB to 24 dB","High full well capacity: 30 μs to 10 sec
High sensitivity: 5 μs to 10 sec","Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled",Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"USB 3.0, compatible with USB 2.0",Type-C interface,Not supported,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports USB 3.0 power supply",Typ. 1.6 W @ 5 VDC (USB 3.0 provides power supply),C-mount,"29 mm × 29 mm × 30 mm (1.1"" × 1.1"" × 1.2"")",Approx. 72 g (0.2 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with USB3 Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","USB3 Vision, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7867,"3.2MP Area Scan Camera, 3rd Gen., USB3.0, Color, BASE",MV-CT0CU0032/G/NN/NN,Area Scan Camera,MV-CT0CU0032/G/NN/NN,"3.2MP Area Scan Camera, 3rd Gen., USB3.0, Color, BASE","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/1.8""",2048 × 1536,104.8 fps @ 2048 × 1536 Bayer GR 8,74.4 dB,42.4 dB,"High full well capacity: 0 dB to 12.8 dB
High sensitivity: 0 dB to 24 dB","High full well capacity: 30 μs to 10 sec
High sensitivity: 5 μs to 10 sec","Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled","Mono 8,
Bayer GR 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,
RGB 8, BGR 8",Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"USB 3.0, compatible with USB 2.0",Type-C interface,Not supported,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports USB 3.0 power supply",Typ. 1.6 W @ 5 VDC (USB 3.0 provides power supply),C-mount,"29 mm × 29 mm × 30 mm (1.1"" × 1.1"" × 1.2"")",Approx. 72 g (0.2 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with USB3 Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","USB3 Vision, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7733,"3.2MP Area Scan Camera, 3rd Gen., GigE, Mono, PRO",MV-CT1MG0032/G/NN/NN,Area Scan Camera,MV-CT1MG0032/G/NN/NN,"3.2MP Area Scan Camera, 3rd Gen., GigE, Mono, PRO","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/1.8""",2048 × 1536,"39 fps @ 2048 × 1536 Mono 8
77.5 fps @ 2048 × 1536 Mono 8 (lossless compression mode enabled)",73.9 dB,42.4 dB,"High full well capacity: 0 dB to 12.8 dB
High sensitivity: 0 dB to 24 dB","High full well capacity: 30 μs to 10 sec
High sensitivity: 5 μs to 10 sec","Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled",Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",8-pin M12 X-Code waterproof aviation connector,Not support,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports PoE",Typ. 1.5 W @ 12 VDC (fast heat balance not enabled),C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 124 g (0.3 lb.),IP67 (under proper lens and lens cap installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7734,"3.2MP Area Scan Camera, 3rd Gen., GigE, Color, PRO",MV-CT1CG0032/G/NN/NN,Area Scan Camera,MV-CT1CG0032/G/NN/NN,"3.2MP Area Scan Camera, 3rd Gen., GigE, Color, PRO","CMOS, global shutter",Stacked BSI,3.45 μm × 3.45 μm,"1/1.8""",2048 × 1536,"39 fps @ 2048 × 1536 Bayer GR 8
77.5 fps @ 2048 × 1536 Bayer GR 8 (lossless compression mode enabled)",73.9 dB,42.4 dB,"High full well capacity: 0 dB to 12.8 dB
High sensitivity: 0 dB to 24 dB","High full well capacity: 30 μs to 10 sec
High sensitivity: 5 μs to 10 sec","Off/Once/Continuous exposure mode, supports Trigger Width and Trigger Controlled","Mono 8,
Bayer GR 8/10/10Packed/12/12Packed, YUV422Packed, YUV422_YUYV_Packed,
RGB 8, BGR 8",Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",8-pin M12 X-Code waterproof aviation connector,Not support,"8-pin M8 A-Code aviation connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports PoE",Typ. 1.6 W @ 12 VDC (fast heat balance not enabled),C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 124 g (0.3 lb.),IP67 (under proper lens and lens cap installation and wiring),"Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
